Set,Sentence1,Sentence2,Label,id,predicted,error_type
train,Nuclear power should be banned from Austraila if a meltdown happens it will kill tens of thousands of people .,nuclear energy,CON,20154,CON,correct
test,"Just because a fetus can t live without the mother 's help , a new also can t live without the mother 's help .",abortion,NEU,2247,NEU,correct
train,"Opponents of gun control are always quick to question how many victims of knives , clubs , and strangulation would be alive if they had had a gun .",gun control,NEU,12729,NEU,correct
train,"It ’s the position of someone that has some of their moral intuitions intact , like about how awful late-term abortion is , but they have n’t thought beyond the talking point they ’re using to justify other abortions .",abortion,CON,2086,CON,correct
test,It creates sympathy for the monstrous perpetrators of the crimes .,death penalty,PRO,8290,NEU,neutralized
train,"We ’re smart enough to know the game is rigged , and when we refuse to participate in a broken system and fight for something better , we ’re somehow the bad guys , the lazy ones .",minimum wage,PRO,17183,CON,flipped
test,Cost of the Death Penalty Provides information on the financial cost of the death penalty .,death penalty,NEU,8104,NEU,correct
train,I support a ratio based waged … Each company 's highest paid ( CEO ) can not secure beyond ~ 100 fold of their median worker .,minimum wage,NEU,18717,CON,polarized
train,"So , they are going to produce every conceivable thing out of hemp .",marijuana legalization,NEU,15246,NEU,correct
train,"We have such paltry , barely enforced and completely underfunded laws in place now that it 's no wonder we 've had such tragedies taking place in this country .",gun control,PRO,12124,PRO,correct
train,"To understand this proposal , it helps to notice that the baby ’s death contributes nothing to the objective sought ; indeed , the procedure is exactly the same if the baby has already died .",abortion,PRO,2463,NEU,neutralized
test,Government data show that about one in 12 death row prisoners had a prior homicide conviction .,death penalty,NEU,8806,PRO,polarized
train,A 2008 Columbia Law Review examination of the first 200 DNA exonerations found that just 18 of the convictions were at one time reversed by appellate courts .,death penalty,CON,7680,NEU,neutralized
train,The representative of Nigeria regretted that he was not in the room when the voting took place .,cloning,NEU,5287,PRO,polarized
train,But some defenders of human cloning argue that a clone would indeed have two genetic parents — the two genetic parents of the person whose somatic cell nuclei were used for the cloning procedure .,cloning,PRO,6187,NEU,neutralized
train,Clothing and fashion are often at the root of social conflict .,school uniforms,PRO,22911,PRO,correct
test,"* Uranium sources are just as finite as other fuel sources , such as coal , natural gas , etc. , and are expensive to mine , refine , and transport , and produce considerable environmental waste ( including greenhouse gasses ) during all of these processes .",nuclear energy,CON,19579,CON,correct
train,""" Formal.standard : "" [ Opposition argument :] Nuclear reactors are likely to have accidents with severe consequences for humanity .",nuclear energy,CON,19109,CON,correct
train,Debates concerning the constitutionality and economic feasibility of uniforms also contribute to the controversy .,school uniforms,NEU,22700,PRO,polarized
train,The proposed regulations will ensure that the criminal will be better armed than the law-abiding citizen .,gun control,CON,13286,PRO,flipped
train,"i think if we are smart enough to be able to clone , we are smart enough to figure out a natural , less risky way to solve it .",cloning,PRO,4272,CON,flipped
train,This is black-helicopter stuff . ”,gun control,NEU,11609,CON,polarized
test,It 's not inherently dangerous .,marijuana legalization,PRO,15229,PRO,correct
train,"These results mirrored those of another study from the early 1990s that looked at fast-food restaurant employment in Pennsylvania , where the minimum wage remained fixed , and New Jersey , where wages increased .",minimum wage,NEU,17885,NEU,correct
train,We need to surround the armed guards at schools and scream “ guns kill children ” until they surrender their guns for destruction .,gun control,PRO,13038,PRO,correct
train,Some disorders can be so severe that death is guaranteed after a brief and painful life .,abortion,PRO,1054,PRO,correct
train,Increasing minimum wage also has its disadvantages that can seriously effect workers .,minimum wage,CON,18525,PRO,flipped
train,The one issue that surprises most people is that nuclear power is not renewable .,nuclear energy,CON,20327,PRO,flipped
train,"It is not absolutely impossible to imagine a world in which contraception , and post-conception medication , are so widely available that abortion indeed is safe , legal , and rare .",abortion,PRO,1069,PRO,correct
train,"But their findings are so new and untested , I 'm not yet that concerned by them .",minimum wage,NEU,18270,NEU,correct
train,I believe that if a woman is raped and wants an abortion then she should be able to have one .,abortion,PRO,3623,NEU,neutralized
test,"The study also found that "" behavioral problems shift [ ed ] towards less severe infractions . """,school uniforms,PRO,23547,PRO,correct
train,"Yet all research tends to support the premise that “ the right ” , politically speaking , is owned lock , stock , and barrel by big oil .",nuclear energy,NEU,21660,PRO,polarized
train,These erroneous convictions have occurred in virtually every jurisdiction from one end of the nation to the other .,death penalty,CON,9260,NEU,neutralized
train,"The law would allow anyone 21 years of age or older to possess , process , share , or transport up to one full ounce of marijuana “ for personal consumption . ”",marijuana legalization,NEU,15023,PRO,polarized
train,"They are part of a vanguard of next-generation plants that include so-called small modular reactors ( SMRs ) , seen as safer and less costly .",nuclear energy,PRO,21526,CON,flipped
train,The representative of Poland said his delegation had voted in favour of the Declaration and unequivocally opposed the cloning of human embryos .,cloning,CON,6138,PRO,flipped
train,I just think the opportunity is there to create more violence . ”,gun control,PRO,10933,CON,flipped
dev,"Reich says the arguments of many opposed to a minimum wage increase are based on a "" basic Econ 101 model "" that does n't accurately represent the nuanced realities of industries that employ minimum wage workers .",minimum wage,PRO,17847,NEU,neutralized
dev,Were those who confessed prosecuted ?,death penalty,NEU,9431,NEU,correct
train,"No , crimes happen regardless of the control .",gun control,CON,12537,CON,correct
